Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0004	1	glucose kinase	0588efb8cef4b600229bd0e1bd27e605
0.0004	1	putative CRISPR-associated helicase	0932b13529160e459f5617f214ed5bba
0.0004	1	cytochrome d oxidase cy	07c1bda209c64b6397ef32f1784f248b
0.0004	1	CRE-PRP-8 protein	0cfea68222b06251979d45c3f28883e9
0.0004	1	putative NTP pyrophosphohydrolase	12343cbd6ccc05f29c490f078f6fe486
0.0004	1	sexual stage-specific protein kinase	130f1727050522333e287b21a218dc75
0.0004	1	regulatory protein CII	107e3f795a6cefe9311186da61a5cb2c
0.0004	1	hydrogenase isoenzymes formation protein	0a930295efe22a08ddadad0578a54cd3
0.0004	1	nucleoside-diphosphate-sugar epimerase	10c0750f86a2ab8dec0aafaf798f1df2
0.0004	1	beta-glucuronidase	0a9a64332aadb7ed62470cc7c876499b
0.0004	1	spermidine/putrescine ABC superfamily ATP binding cassette transporte	10ce0e699413affe3a62bcf4c8125efc
0.0004	1	cytochrome bd ubiquinol oxidase (subunit I)	01b4575a31e8de530a5a41de2bb9c7fc
0.0004	1	peptidase C26	03f6e82abb0e828f00dbf7350b58e942
0.0004	1	trehalose repressor	02989bee42901280be152b106da1f962
0.0004	1	putative sugar hydrolase	075e7d52a35031ccf13705b01076f904
0.0004	1	uncharacterized ABC-type transport syste	17ada20b5311a412a0f2841206cf5bf1
0.0004	1	Serine/threonine protein kinase	06151911ee05387c11108f2bb45feef1
0.0004	1	L-fucose isomeras	06f0de7bc45fdd0d3c8c147c14cac209
0.0004	1	Pus1p	06fa61f2493dbbcb756f75d54d973346
0.0004	1	Mur ligase middle domain protein	1656dfa610b45dca8feefbb171391757
0.0004	1	pilus assembly protein CpaF	14c680ad45f83a22b529489c78778439
0.0004	1	rhamnulokinase	137b1b32cbc74faa2fe6eb44f4c7264d
0.0004	1	Essentia	1431588760cab7d87b4dd2dac10d9755
0.0004	1	Arg	152b0e304a827ec18904a69b62610498
0.0004	1	chaperone/heat shock protei	1795829ff5071d19f35013629f391287
0.0004	1	putative phosphate starvation-inducible PhoH-like protein	164157f324ba54d11434081972b8edef
0.0004	1	deoxyribonuclease IV (phage-T(4)-induced)	0f553f4cd58a218e30c95fb935a278cb
0.0004	1	Uracil-DNA glycosylase superfamily	0769fb09ac8fb320003261a42753595c
0.0004	1	mutator MutT protein	0d52f0b4635c20fb4651744d4af6cd47
0.0004	1	GME (GDP-D-MANNOSE 3'	195cb9180acb39dfe55484950d29fea0
0.0004	1	ATP-binding protein of ABC transporter	0bb77199f82260cf36ad19151c855f34
0.0004	1	putative dipeptide/oligopeptide/nickel ABC transporte	17b1f1ea0e06575d8acc68815501c447
0.0004	1	acyltransferase 3	099a7273ef7612ca711a81059f102e11
0.0004	1	putative phosphoribulokinase/uridine kinase	0608a60db449f14d9842a0b36d9ba3fc
0.0004	1	ribosomal protein S11	135ddf268b84536711168c27788340ed
0.0004	1	ribosomal protein S17	0f3fa7fcbc9b12cccce8ff96ee50adf4
0.0004	1	DnaB replicative helicase	09ba06853cd9e261a8b27de96a2f353f
0.0004	1	ATP-binding cassette (ABC) LPS transporte	015df4d8829026803fabf7efac68c0de
0.0004	1	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	12ece3e51e18f4036262807435356451
0.0004	1	putative 3-oxoacyl-(acyl-carrier-protein) synthase III	18eecbb6e38eecada42330c7bdfe3b70
0.0004	1	protein of unknown function DUF34	1497ce1376671a4381a67f971173ff89
0.0004	1	Rps9ap	17a0a3c8d956a192409c68e895d0547c
0.0004	1	DHH family/DHHA1 domain protein	189bf620887b679510d8caa9b609d8b5
0.0004	1	diguanylate cyclase with GAF sensor	05d37be54bb87d7171ced41990d29d75
0.0004	1	DNA Polymerase phi	17197e6b3a433f91d6ee87eb58c4b7be
0.0004	1	polysaccharide biosynthesis protein/putative rhamnosyl transferase	0f8a61fdf6164b7cb289a28ca7061c6e
0.0004	1	protein of unknown function DUF199	0c1641cc99997272cbece674ca32b0d4
0.0004	1	DctM5	05d84b11e492d28f04f3cd6e99cc4635
0.0004	1	Lj928 prophage protein	008ffd1de7f0ed574ea5f73d573d9332
0.0004	1	putative translation elongation factor G	17be0ab857026802bb19ec9c34002193
0.0004	1	ribosomal protein L23	14108a372eada8f99e50cf8cd82e6bb2
0.0004	1	putative AraC-type sugar metabolism regulator	0363f1ed0cd50591e905a2c8039603aa
0.0004	1	electron transport complex subunit RsxE	0224ffe0cdf9c7dd0e6c732715a33629
0.0004	1	similar to mitochondrial tryptophanyl tRNA synthetase 2	12f79942bd4aaa2ca7d10ec711e6516d
0.0004	1	Mur ligase domain protein/alanine racemase	1559f667c0701159da88bcc53a1ed5e7
0.0004	1	macrolide efflux pump	06d18f05f738025f40b300f1fc5d0b13
0.0004	1	uridine phosphorylase	082df743f1e92f865ce34402d5a42b94
0.0004	1	Mg2+ transport protein	0f5e0733fb6648fc066d73a32f0b5f39
0.0004	1	maltose/maltodextrin transport ATP-binding protein	00dd3f8157212b9ef379580ec818cfbe
0.0004	1	aminobenzoyl-glutamate utilization protein A	09c9f1f912b4145b24208a293012b420
0.0004	1	teichoic acid biosynthesis protein F	07f7bef111df0ab1904667e52445129d
0.0004	1	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	16eca4d44f5526fc8479ffc17bd9e70c
0.0004	1	WcaJ protein	0d7405c313fe0a9b5d9ebd3c6e14b839
0.0004	1	putative D-alanine-activating enzyme	00b729f633a129dc56d81b9f8bb8097e
0.0004	1	putative 4-hydroxybenzoate decarboxylase	0638fd222cd38deae9acf5b4c0bdae99
0.0004	1	RelA	09e64bc97c733f883f59284dd51c0c92
0.0004	1	adaptor complex AP-1 medium subunit	0bb0e105156afea5c5db4200ee59d41d
0.0004	1	Glutaconyl-CoA decarboxylase	048d707492ca3e9484e9bb507d6eca0a
0.0004	1	Pre-mRNA-processing-splicing facto	10d99875ccd286962893e1dc8e1c838b
0.0004	1	ornithine carbamoyltransferas	0265f3487deee1d145bbd43f391b69c6
0.0004	1	putative glycerol diffusion channel	14e9f4905d847597d38c836750d374c0
0.0004	1	Cos2p	111a17342bcfb1d75fab3eb8b4d856f1
0.0004	1	possible glucose-1-phosphate adenylyltransferase	0b81316c407bb4627506d352d5fd3657
0.0004	1	glycerol phosphate lipoteichoic acid synthase 1	002a4b570df496fe995e2902f4258fbf
0.0004	1	HflK protein	18146574ceaed72e1b394a623d652ec7
0.0004	1	pyruvate dehydrogenase E1 beta subunit	08ed333ff34030717cfb3f86bce4f96f
0.0004	1	similar to Os11g0657300	04b402a30bfb5e9cd9fe57de118a65eb
0.0004	1	Lsg1p	0a1f33e683a3224879f27ed79abcde03
0.0004	1	putative two-component system sensor protei	0328845f1c37dd2fa6730af45d6617e7
0.0004	1	glutamine amidotransferas	0eb3096f4b30102ff705c64a4dec133b
0.0004	1	ribosomal protein L18 (ISS)	11680f2bc8b30f1f7a2a3bfd27d4e904
0.0004	1	S-adenosylmethionine/tRNA-ribosyltransferase-iso merase	0c5993ba4d961dae2bc73431fd1e2ea8
0.0004	1	xaa-Pro aminopeptidase	082c4e50b8973002f5de6107ab0c0447
0.0004	1	non-heme iron-containing ferritin	0a2273245ac9fb6f955c1efe079c24ba
0.0004	1	ABC-type peptide/nickel transport system ATP-binding protein	19d3d94d8a65b50fb78fa85cbcc72bd4
0.0004	1	isochorismate synthase family protein	08211c3a5b2963b88bc22adfd039da8f
0.0004	1	protein of unknown function DUF323	0b4c2843be65b37a1bd991aedadc3d37
0.0004	1	ATP-dependent endopeptidase Clp proteolytic subunit clpP	0a6455f6bfa7f8d8ea737428313861b8
0.0004	1	lipid kinas	04d1c9833011eed4fcc247c18b2bf726
0.0004	1	heat shock protein HslV	14b0d0762b43ef0c0e1895cf701dc002
0.0004	1	Reverse transcriptase / RNA maturase / Endonuclease	04d5e928ca509b012cc67194ca32c0fc
0.0004	1	putative glucokinase (glucose kinase)	01e659ede61e30b8e479e1124646b374
0.0004	1	3-hydroxyacyl-CoA dehydrogenase NAD-binding	0ff5aefc4c42c57bb8f9abe96d85615a
0.0004	1	TRAP dicarboxylate transporter subunit DctM	114d1bb198b73d064e6e36deae211c24
0.0004	1	Rab5 family GTPas	10f8a6410667cf26c008ea869b313c27
0.0004	1	putative dTDP-4-dehydrorhamnose reductase	0ae6661ce6bd5e15de3185c3d0190321
0.0004	1	type I restriction modification DNA specificity domain protein	0777a370fbdd46c895b25608b8bffb2a
0.0004	1	HhH-GPD family protein	0ea983dd698c571f603a02589216920c
0.0004	1	hypothetical protein LOC100505699	0924352f3c0d7dcd01f69b1e104d7e63
0.0004	1	ATP/cobalamin adenosyltransferase	1370586e3eab249b33e843ab8b888b48
0.0004	1	tRNA-specific adenosine deaminase	09fa72a6837396cfd5adae73a0c81576
0.0004	1	tumor necrosis factor receptor superfamily member 10B isoform 2 precursor	0f05f06a049860e2e1287b316d69f7ba
0.0004	1	protein kinase domain protein	14967f6a9bb2099931c23f16fd591215
0.0004	1	twin arginine-targeting protein translocase TatC	1473e017583fc1d06164eb5cc861b7d6
0.0004	1	cytoplasmic alpha-amylase	05c1788f5fd67147f2d01fa05d499282
0.0004	1	glycosylase	12b4a161fc1a714778d2cc9afbcf30c7
0.0004	1	peptidoglycan hydrolas	161caa9e8844aea8e8282f5f5b6ebce8
0.0004	1	predicted ATPase	168f48e287562609c7f78bc3e9142767
0.0004	1	6-pyruvoyl tetrahydropterin synthase and hypothetical protein	150c007ccd320df7b981e35a0f1e1bae
0.0004	1	dihydrodipicolinate synthetase family protein	0419b1f88a6d1ae7fb3c1b14cebdef8f
0.0004	1	sugar hydrolase	18fb296318259f87973de15fe9b8e2c8
0.0004	1	lipoprotein signal peptidase family protein	08c19cec1fb440e0176695bacffbb56e
0.0004	1	Coq3p	120a06a06f5593ebc07ccd7d172a3248
0.0004	1	xylose import ATP-binding protein	19dcd6869e9d4fb22964287dab8b95ac
0.0004	1	IS5	18499a1ee34fc8bfd7ec040c39efa340
0.0004	1	HlyD family secretion protein	065f2474362bcab967a9e4bbe5f4aec8
0.0004	1	xre family toxin-antitoxin system	0b1f018c072efdb27a26e41456af837b
0.0004	1	branched-chain amino acid aminotransferas	0e65c69669f92992814f1cf70c007b42
0.0004	1	peptidyl-prolyl cis-trans isomerase (rotamase	15b8c5fe16b6b22f601eca54ffa553ef
0.0004	1	putative NDH-1 subunit L	18eedc718902d7352bece478fcc67033
0.0004	1	ornithine aminotransferase	0520c82630f48736678e6ca02b589263
0.0004	1	glutamate synthase (NADPH) small subunit	0b163bf55cbb05e8dcc29079a65bea66
0.0004	1	nucleoside recognition domain protein	17ef5070f8a348021bf271c65c904eae
0.0004	1	ADP-ribose pyrophosphatase	18db07b04d7804e3ecd0ce4dbde1116b
0.0004	1	marR family protein	02b77fc80dde61f834e65397cf41abc4
0.0004	1	OVA2 (ovule abortion 2)	0127e86f64ece3d35a452baeae0d1cb0
0.0004	1	prolyl endopeptidase	0174581f9194fc1e7db28f2bb4734476
0.0004	1	putative alanine racemase	16fcf77401df97fce0f0101fc130c87b
0.0004	1	dcm2	05d699d296491bcbd31b3f3b30aa0238
0.0004	1	Cellulase	0abf5ebb8a57c9634fe401b90df91146
0.0004	1	chromosome (plasmid) partitioning protein ParB/stage 0 sporulation protein J	168d1443a4e9daac487eaf633b55d5ff
0.0004	1	indigoidine synthase A family protein	041f6fd1c4ed405cca4c774bad619954
0.0004	1	LexA DNA-binding protein	11ccb9e61599f4d984b29ba2ac8dc118
0.0004	1	dehydrogenase/reductase	042bd8f902a7eb8b524b291548f30de1
0.0004	1	ADP-L-glycero-D-manno-heptose-6-epimerase	08e099722853eae29984e7fcf181b750
0.0004	1	NLPA family lipoprotein	06d43154c2146353041695941076c032
0.0004	1	putative IMP cyclohydrolase	182dbb2492c4294d26ca8bf16bb17f17
0.0004	1	possible cystathionine beta-lyase	059658731d994a0e7dcf5ac64c9cd94c
0.0004	1	lysyl-tRNA synthetas	16eb97ee22baf872fc7f14ed7528e60e
0.0004	1	tRNA-specific 2-thiouridylase mnmA 1	148322dcfae58fab6238b1a9bbb09164
0.0004	1	choline binding protein Cbp11	114f3afa01eaf57a1d5f736d8dc8f981
0.0004	1	Peptidase M1 membrane alanine aminopeptidase	19654e2398493d5939c42076560a266f
0.0004	1	OASC (O-ACETYLSERINE (THIOL) LYASE ISOFORM C)	15146cde4c7a20b6e1c72407c06ef409
0.0004	1	ATP-dependent metalloprotease	02174cee9a3342d1ad2f32a91cd2a512
0.0004	1	endothelin-converting protein 1	0a5c6cdc48dac9962c565532e80f5b0d
0.0004	1	GRINL1A upstream protein isoform 6	043965f7817942b7b1839824156bd9c9
0.0004	1	Dihydroorotase	09252cbd545f8cd7ddd174a3bf0f594c
0.0004	1	initiator RepB protein	07e3e322625d43c12e33194f21858612
0.0004	1	serine protease challisin	0c69a46c491853996b92dcfacc5747e1
0.0004	1	HxlR	143ad0ee07a29f1e2624b07a90d67fd8
0.0004	1	beta-galactosidase/beta-glucuronidase	189e24131109d9dc022f44386d2646a6
0.0004	1	putative membrane-associated protein	0acd7ec74cbdc700f710b2b48de47294
0.0004	1	tetrahydrodipicolinate N-succinyltransferase	15c300beee8cbba211f5670849b018c4
0.0004	1	possible hemolysin III	08a6cb3eabf89e31575c1fc52b412e30
0.0004	1	type I restriction/modification specificity protein	1184aad1b44998b73adad78fece7cec8
0.0004	1	anaerobic glycerol-3-phosphate dehydrogenase subunit B	197deaf673e0619c52e31a70afb1ce15
0.0004	1	S-adenosylhomocysteine deaminase	15c0088c97631d0ad97a9a2eca1aa505
0.0004	1	sigma-54 dependent response regulator	0b9b1932070bab56336496e1c87246b6
0.0004	1	putative ABC transporter ATP binding protein	0b1edc88b2554573943263c874f3b3a3
0.0004	1	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	051c9ffaba7b67eca68ab6d3ec0c07de
0.0004	1	Substrate-binding region of ABC-type glycine betaine transport system	1765f0fa42b810db0bc339e88f4fc380
0.0004	1	Prephenate dehydrogenase	17e7b217cfbd93df4a96d52b32e5f2d0
0.0004	1	geranylgeranyl pyrophosphate synthase	0dca4aa061d64c9b027486738b04d833
0.0004	1	putative methyl-accepting chemotaxis protein	058f25c29dbc6b650380dc12510a93fb
0.0004	1	putative capsule biosynthesis protein CapB	0f493542637e63b68587ec4f0def19a4
0.0004	1	putative lipoprotein releasing system transmembrane protein	0a1728c7aaf305d3ab7302db5abb84d3
0.0004	1	Ketol-acid reductoisomerase	02eb4ac5250cf96652d1b385774cfdd1
0.0004	1	putative site-specific integrase-resolvas	17c1ceedca9f773b44e2420a940a0e15
0.0004	1	BCCT family betaine/carnitine/choline transporter	0d1a787426c9b027fcea4bbf476c07d0
0.0004	1	glycerol uptake facilitator protein	0022cd641be7671f079f8de47240243b
0.0004	1	protein tldD	03e3cb8641d5801e607dc2b06182ba9e
0.0004	1	endopeptidase La (ATP-dependent protease La 1)	077a7f68385ed4e5449bcec527a7d20f
0.0004	1	Probable nitric oxide reductase transcription regulator	177a18f1ff250d33422f11ebbfdc6343
0.0004	1	regulatory protein SpoVG	089d6d449dc220629f1ac1ccd5bb0d32
0.0004	1	L-2-hydroxyisocaproate dehydrogenase	12af8c3e4215b164e927913654534dcd
0.0004	1	ribosome recycling factor (ribosome releasing factor)	072604922b0e1832a831e96598976230
0.0004	1	amino acid/peptide transporter (Peptide:H+ symporter)	12c45729e6caed7f3609484f8ff7fb4a
0.0004	1	Patatin	0b0c6b7a6a8ed56652c7c1a72df5d2f2
0.0004	1	ABC-2 type transporter	0921f590e52eb436b07729bae1c3d16f
0.0004	1	EutG protein	04a3d3387c2a596d1bad73967826835f
0.0004	1	transcription regulator ExsB	054693a6b21408654764ac6859d1bcfe
0.0004	1	transposase mutator type	182cb64750cabd07595c48854a5d9fa3
0.0004	1	COG0741: Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	0696bf4e2d0029b8d74b6d7b95b5eec1
0.0004	1	exopolysaccharide biosynthesis protei	0e25beda2e91e355df6ac627e68bb280
0.0004	1	NADH-dependent butanol dehydrogenase A	0a5c4f7c8e0ef42318cacb5843ca9fe3
0.0004	1	preprotein translocase	0a8733943dd6b88b66f7f5150d295d26
0.0004	1	acetyl-CoA synthetase	147828d3c05d645f4e06337694d72aa4
0.0004	1	sorbitol PT	0226b0830dec00322ecbaef9d3d0d22c
0.0004	1	Phosphoribosylaminoimidazole carboxylase	026ce7ada9e02407702b24b8626c975f
0.0004	1	mobilization protein	0cae54c5ecbe3b88b38439c4b541bf87
0.0004	1	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains)	120adeb01cfe5c564bf2d29196f9ba2b
0.0004	1	transcription antiterminator LicT	10d413c294a925c9275882092ea163be
0.0004	1	BatA protein	17420b3772269ec8a44ce85d69d3a7bf
0.0004	1	ribonuclease HIII	0d66e6f1e5429c4114db303bb924bc03
0.0004	1	clathrin-adaptor medium chai	181ad2d09de72470eadf75cd42941e77
0.0004	1	PDZ domain protein	0921021facb45dcbc0b872347c3348bd
0.0004	1	dTDP-D-glucose	18cbe6d27364fd2c46457a283f60dd7e
0.0004	1	catalytic domain-containing protein of components of various dehydrogenase complexes	1303c3e7bfe39b1cd95eb7f4f6bebac3
0.0004	1	imidazolone-5-propionate hydrolase	122d20cdf91f2457e114f6beef19d445
0.0004	1	membrane-associated protein	17a06709facccecf717ff94e694603f4
0.0004	1	ATPase of the AAA+ class	14f1bd1ea1e37b1f5da9971de5053992
0.0004	1	formate acetyltransferase 1	0543efade5f1061ffa71a7e618e38d82
0.0004	1	pentapeptide repeat containing protein	0afd5eed5233a2d6e80291300c2a3d1c
0.0004	1	GGDEF family protein	11045e9f5cdfc03fc62241b01d59fd4c
0.0004	1	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates	0fa02f7f395f3dbb21f1ace8d45ac540
0.0004	1	mate efflux family protein	1a0ffe06fcdee699eb425eeca6eee91a
0.0004	1	quinolinate phosphoribosyltransferase	0c1bcf5fd4c0740dfc9377cb94df02a9
0.0004	1	galactose/methyl galactoside ABC transport system D-galactose-binding MglB	06b6300e3e262c1260d48900df704dfa
0.0004	1	COG1706: Flagellar basal-body P-ring protein	0df2c65a817f0fa5fa8f766281c6db3f
0.0004	1	branched-chain amino acid transporter	03922341893cf48d356b33bd03d05a40
0.0004	1	alph	1449a63159fa9e77f52b23e3c6dc85a7
0.0004	1	outer membrane protein A	0f2ac7edb74bde77821d8c1509090451
0.0004	1	MT-A70 family protein	1155ff88b67b6c7b3e58096fea75dbec
0.0004	1	probable acyltransferase	1244cbf76658d3fdb46822e127d38575
0.0004	1	alginate O-acetyltransferase	17ffccac0ca2412ec4178c22016e1813
0.0004	1	chaperone GroEL	02b35125727256705197840d37c966ce
0.0004	1	putative adhesion exoprotein	19307e6d894299391d04030b0624682e
0.0004	1	ABC transporter efflux protein	194a3744b0dffafdc0dd0e5742acb08f
0.0004	1	cysteine synthase/cystathionine beta-synthase	136c64d0f6d1c1202a78c4bb11f6a523
0.0004	1	ISPg3 transposase	06eea8b372794f8cfaa02d116f84d476
0.0004	1	uncharacterized Fe-S center protein	0251b3fc6875698e01aab1824cf71770
0.0004	1	SSU ribosomal protein S1P	00c2ba008ffc2abadde7c94b8ebfa994
0.0004	1	anaerobic dimethyl sulfoxide reductase subunit A	17fcf4da7db5babdae3f842243b51f55
0.0004	1	anaerobic dimethyl sulfoxide reductase subunit B	0c6840c1de7743cefe1742412489b59f
0.0004	1	glycolate oxidas	12f50a1f576780ce888eee446f574814
0.0004	1	amidohydrolase family protein 25	0541832beba6326fb5c30393056556c0
0.0004	1	Ribonuclease III	06474a36954d886b3b8a3140a469f612
0.0004	1	pyrophosphatase (putative)	0f7921c0fd658a27a9050ce6880ceea1
0.0004	1	ABC transporter substrate binding protein	0a39a824747b62f20196138a76a7aa62
0.0004	1	Acetyl-CoA C-acetyltransferase	05568e619e663b9573871aa9afab676b
0.0004	1	dipeptidas	072c296b7f07dca58fe4968c80257cea
0.0004	1	succinyl-CoA:3-ketoacid-coenzyme A transferase	1772339fed75f288c70066226744cea1
0.0004	1	probable dipeptide transmembrane abc transporter protein	1a21569d6098abf3c92c35f0892e1530
0.0004	1	selenocysteine-specific translation elongation factor	0d1f35ab2e02d66dd7e8c56594d8ef97
0.0004	1	IS109	0a4971f8f40a3e4e57184ac81fd9103b
0.0004	1	Glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	087a1da9935dc688ae7e9218db5c3cc7
0.0004	1	arginase/agmatinase/formiminoglutamase	04fb3f3db2fccf85ddb0f2359c16f4b6
0.0004	1	arginine-tRNA ligase	177a5bf0eb128aa6a42009da74c41a76
0.0004	1	multidrug transporter acriflavin resistance protein F	015b3331afa09dc53b009495e05e047c
0.0004	1	HpaII very short patch repair endonuclease	16dd2e6eca0ecd1684cbd909ff8798cd
0.0004	1	60 kDa chaperonin 2	0e9da9cc88a51161a5dbd1315371101b
0.0004	1	putative penicillin-binding protein 1A	13290c08c583a2d9474b25c8c659607a
0.0004	1	putative polysaccharide export outer membrane protein	0d90035617a4bcaab746966b2652d45d
0.0004	1	tRNA nucleotidyltransferase/poly(A) polymerase	026c5d12c7e34c1e92917b6a25be7ef1
0.0004	1	glycine/sarcosine/betaine reductase complex protein A domain protein	05bfd1cbcd941f543d0e4c22271dbe4d
0.0004	1	ubiquitin C II	03842cdfad606cf42039bd098a4e6476
0.0004	1	putative phosphoenolpyruvate carboxykinase (ATP)	0ea6156187889a45fc0b253ff7badd08
0.0004	1	AtPPa5 (Arabidopsis thaliana pyrophosphorylase 5)	0e11a1b7882807176c45e89fbe062a0d
0.0004	1	oligopeptide transporter OPT superfamily protein	0926a111ee6598d84f83c6090bfeb75d
0.0004	1	acetyl-CoA carboxylase carboxyl transferase subunit beta	100684102bb14c70be28985af69207d2
0.0004	1	KP78b-like	02df5fd50f927d5cc4d67f01d706661c
0.0004	1	putative glutamate synthas	0d4f63a54312cda36df2e8974881d4cc
0.0004	1	D-alanyl-D-alanine carboxypeptidase (penicilin binding protein)	18561df340723e653c11954c636f4c86
0.0004	1	Radical SAM-superfamily protein	14f49e257053722cffabcf355259f6cf
0.0004	1	PP-loop domain-containing protein	18a9f5c3e5542ecd27364d984d7df336
0.0004	1	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	0c9190af9c34d1efab94145e39adb946
0.0004	1	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase	11dbde9ff64ec88b4990f56bd4677535
0.0004	1	cateni	0ec5c70382abdcc09bc31a2a6b31d5da
0.0004	1	FAD linked oxidase domain protein	143ac7674afe6f31a556bc32ca97c8b4
0.0004	1	multidrug resistance ABC superfamily ATP binding cassette transporte	0b994bc1df2ca7889cd4ce991defbcfa
0.0004	1	M28 family peptidase	143fe55915066866164dd273825e59a5
0.0004	1	putative lipid kinase	021a8b939976c7b5ad8a1247f3a2ad64
0.0004	1	cobalt-precorrin-4 C(11)-methyltransferase	042c85b48e24cf9540a1d0db4d0243bc
0.0004	1	acid phosphatase/vanadium-dependent haloperoxidase related protein	18ad09e3d7314cf89241bdcae6cd72df
0.0004	1	Gamma-glutamyltransferase	13e3b90a26eaa4059cf35c3d5795dfe8
0.0004	1	capsular polysaccharide synthesis enzyme cap5O	177478d6557b71dbd19baed5348fd34e
0.0004	1	Ankyrin	017157597d6fc429b43d63f3669cafee
0.0004	1	auxin Efflux Carrier	0e38e7cc69c0e8709eb7ccca8bfbf14c
0.0004	1	Component of the RAM signaling networ	07c31ae2332469e3b7b62b0b425d7b61
